spam,v2,v2clean,v2_clean,spam_clean,spam_clean_encoded
0,Good night my dear.. Sleepwell&amp;Take care,Good night my dear SleepwellampTake care,good night my dear sleepwellamptake care,good night dear sleepwellamptake care,"[11, 45, 53, 1, 97]"
0,That is wondarfull song,That is wondarfull song,that is wondarfull song,wondarfull song,"[1, 475]"
1,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",FreeMsg Claim ur 250 SMS messagesText OK to 84025 nowUse web2mobile 2 ur mates etc Join Txt250com for 150pwk TC BOX139 LA32WU 16  Remove txtX or stop,freemsg claim ur 250 sms messagestext ok to 84025 nowuse web2mobile 2 ur mates etc join txt250com for 150pwk tc box139 la32wu 16  remove txtx or stop,freemsg claim ur 250 sms messagestext ok 84025 nowuse web2mobile 2 ur mate etc join txt250com 150pwk tc box139 la32wu 16   remove txtx stop,"[610, 46, 4, 1, 194, 1, 8, 1, 1, 1, 3, 4, 280, 566, 219, 1, 1, 274, 1, 1, 138, 638, 1, 26]"
0,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,Yar lor actually we quite fast Cos da ge slow wat Haha,yar lor actually we quite fast cos da ge slow wat haha,yar lor actually fast cos da ge slow wat haha,"[597, 24, 252, 386, 91, 39, 977, 589, 57, 148]"
0,Must come later.. I normally bathe him in da afternoon mah..,Must come later I normally bathe him in da afternoon mah,must come later i normally bathe him in da afternoon mah,come later normally bathe da afternoon mah,"[5, 36, 1, 538, 39, 283, 572]"
0,"Trust me. Even if isn't there, its there.",Trust me Even if isn't there its there,trust me even if isn't there its there,trust,[719]
0,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,Hey hunonbus goin 2 meet him He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus homeBut hes sweet latelyxxx,hey hunonbus goin 2 meet him he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus homebut hes sweet latelyxxx,hey hunonbus goin 2 meet want 2go 4a meal donyt feel like cuz 2 bus homebut s sweet latelyxxx,"[56, 1, 388, 3, 50, 14, 1, 1, 1, 1, 64, 13, 953, 3, 257, 1, 47, 217, 1]"
1,85233 FREE>Ringtone!Reply REAL,85233 FREERingtoneReply REAL,85233 freeringtonereply real,85233 freeringtonereply real,"[1, 1, 209]"
0,I can take you at like noon,I can take you at like noon,i can take you at like noon,like noon,"[13, 811]"
0,Where is it. Is there any opening for mca.,Where is it Is there any opening for mca,where is it is there any opening for mca,opening mca,"[1, 1]"
0,I'm aight. Wat's happening on your side.,I'm aight Wat's happening on your side,i'm aight wat's happening on your side,aight wat happen,"[236, 57, 143]"
0,I'm done oredi...,I'm done oredi,i'm done oredi,oredi,[514]
0,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",you are sweet as well princess Please tell me your likes and dislikes in bed,you are sweet as well princess please tell me your likes and dislikes in bed,sweet princess tell like dislike bed,"[217, 254, 19, 13, 1, 244]"
0,How are you. Wish you a great semester,How are you Wish you a great semester,how are you wish you a great semester,wish great semester,"[102, 48, 627]"
0,Moji i love you more than words. Have a rich day,Moji i love you more than words Have a rich day,moji i love you more than words have a rich day,moji love word rich day,"[1, 17, 122, 1, 15]"
0,Dude how do you like the buff wind.,Dude how do you like the buff wind,dude how do you like the buff wind,dude like buff wind,"[336, 13, 1, 1]"
0,\alright babe,alright babe,alright babe,alright babe,"[342, 80]"
1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,Well done ENGLAND Get the official poly ringtone or colour flag on yer mobile text TONE or FLAG to 84199 NOW Optout txt ENG STOP Box39822 W111WX å150,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now optout txt eng stop box39822 w111wx å150,england official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx å150,"[706, 1, 324, 258, 341, 840, 1, 31, 18, 95, 840, 1, 803, 22, 1, 26, 1, 1, 292]"
0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",No i'm not I can't give you everything you want and need You actually could do better for yourself on yor ownyou've got more money than i do I can't get work i can't get a man i can't pay the rent i can't even fill my fucking gas tank yes i'm stressed and depressed I didn't even call home for thanksgiving cuz i'll have to tell them im up to nothing,no i'm not i can't give you everything you want and need you actually could do better for yourself on yor ownyou've got more money than i do i can't get work i can't get a man i can't pay the rent i can't even fill my fucking gas tank yes i'm stressed and depressed i didn't even call home for thanksgiving cuz i'll have to tell them im up to nothing,want need actually yor ownyou've money work man pay rent fill fucking gas tank yes stress depressed home thanksgiving cuz tell m,"[14, 21, 252, 1, 1, 121, 37, 128, 150, 687, 648, 551, 609, 1, 75, 1, 1, 23, 1, 953, 19, 63]"
0,S:-)kallis wont play in first two odi:-),Skallis wont play in first two odi,skallis wont play in first two odi,skalli play odi,"[1, 153, 1]"
0,Then get some cash together and I'll text jason,Then get some cash together and I'll text jason,then get some cash together and i'll text jason,cash text jason,"[89, 18, 1]"
0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",Oh my love it's soooo good to hear from you Omg I missed you so much today I'm sorry your having problems with the provider but thank you for tming me,oh my love it's soooo good to hear from you omg i missed you so much today i'm sorry your having problems with the provider but thank you for tming me,oh love soooo good hear omg miss today sorry problem provider thank tme,"[55, 17, 1, 11, 175, 914, 42, 29, 28, 187, 1, 66, 1]"
1,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",Final Chance Claim ur å150 worth of discount vouchers today Text YES to 85023 now SavaMob member offers mobile T Cs SavaMob POBOX84 M263UZ å300 Subs 16,final chance claim ur å150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz å300 subs 16,final chance claim ur å150 worth discount voucher today text yes 85023 savamob member offer mobile t cs savamob pobox84 m263uz å300 sub 16,"[425, 183, 46, 4, 292, 456, 684, 205, 29, 18, 75, 1, 593, 743, 152, 31, 365, 744, 593, 1, 1, 1, 594, 138]"
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,PRIVATE Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points To claim call 08719180248 Identifier Code 45239 Expires,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires,private 2004 account statement 07742676969 786 unredeemed bonus point claim 08719180248 identifier code 45239 expire,"[412, 861, 178, 428, 1, 1, 713, 374, 231, 46, 1, 478, 265, 1, 429]"
0,"Probably, want to pick up more?",Probably want to pick up more,probably want to pick up more,probably want pick,"[238, 14, 72]"
0,I'm done...,I'm done,i'm done,,[]
0,Are you the cutest girl in the world or what,Are you the cutest girl in the world or what,are you the cutest girl in the world or what,cut girl world,"[474, 140, 206]"
0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",No dice art class 6 thru 9  thanks though Any idea what time I should come tomorrow,no dice art class 6 thru 9  thanks though any idea what time i should come tomorrow,dice art class 6 9   thank idea time come tomorrow,"[1, 1, 151, 225, 255, 66, 692, 16, 5, 73]"
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",SMS SERVICES for your inclusive text credits pls goto wwwcomuknet login  unsubscribe with STOP no extra charge help08700469649 PO BOX420 IP4 5WE,sms services for your inclusive text credits pls goto wwwcomuknet login  unsubscribe with stop no extra charge help08700469649 po box420 ip4 5we,sms service inclusive text credit pls goto wwwcomuknet login   unsubscribe stop extra charge help08700469649 po box420 ip4 5we,"[194, 87, 1, 18, 293, 58, 866, 1, 1, 418, 26, 646, 208, 1, 249, 1, 1, 1]"
0,Oh Howda gud gud.. Mathe en samachara chikku:-),Oh Howda gud gud Mathe en samachara chikku,oh howda gud gud mathe en samachara chikku,oh howda gud gud mathe en samachara chikku,"[55, 1, 131, 131, 1, 1, 1, 636]"
0,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,I thk 530 lor But dunno can get tickets a not Wat u doing now,i thk 530 lor but dunno can get tickets a not wat u doing now,thk 530 lor dunno ticket wat u,"[144, 950, 24, 262, 476, 57, 2]"
0,Audrie lousy autocorrect,Audrie lousy autocorrect,audrie lousy autocorrect,audrie lousy autocorrect,"[1, 1, 1]"
0,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,Its a site to simulate the test It just gives you very tough questions to test your readiness,its a site to simulate the test it just gives you very tough questions to test your readiness,site simulate test tough question test readiness,"[1, 1, 306, 895, 229, 306, 1]"
0,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit andor is vomiting,anyway seriously hit me up when you're back because otherwise i have to light up with armand and he always has shit andor is vomiting,seriously hit light armand shit andor vomit,"[765, 506, 488, 1, 214, 1, 1]"
0,I fetch yun or u fetch?,I fetch yun or u fetch,i fetch yun or u fetch,fetch yun u fetch,"[1, 1, 2, 1]"
0,Thank you. I like you as well...,Thank you I like you as well,thank you i like you as well,thank like,"[66, 13]"
0,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",Hmmm  And imagine after you've come home from that having to rub my feet make me dinner and help me get ready for my date  Are you sure your ready for that kind of life ,hmmm  and imagine after you've come home from that having to rub my feet make me dinner and help me get ready for my date  are you sure your ready for that kind of life,hmmm   imagine come home rub foot dinner help ready date   sure ready kind life,"[779, 981, 5, 23, 1, 1, 216, 119, 185, 197, 99, 185, 494, 84]"
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",FREE2DAY sexy St George's Day pic of JordanTxt PIC to 89080 dont miss out then every wk a saucy celeb4 more pics c PocketBabecouk 0870241182716 å3wk,free2day sexy st george's day pic of jordantxt pic to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 å3wk,free2day sexy st george day pic jordantxt pic 89080 miss wk saucy celeb4 pic c pocketbabecouk 0870241182716 å3wk,"[1, 284, 587, 1, 15, 239, 1, 239, 1, 42, 331, 1, 1, 239, 81, 1, 1, 1]"
0,Lara said she can loan me  &lt;#&gt; .,Lara said she can loan me  ltgt ,lara said she can loan me  ltgt,lara loan   ltgt,"[1, 669, 9]"
0,Do we have any spare power supplies,Do we have any spare power supplies,do we have any spare power supplies,spare power supply,"[1, 884, 1]"
0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,Yar he quite clever but aft many guesses lor He got ask me 2 bring but i thk darren not so willing 2 go Aiya they thk leona still not attach wat,yar he quite clever but aft many guesses lor he got ask me 2 bring but i thk darren not so willing 2 go aiya they thk leona still not attach wat,yar clever aft guess lor ask 2 bring thk darren willing 2 aiya thk leona attach wat,"[597, 1, 410, 181, 24, 38, 3, 180, 144, 642, 1, 3, 1, 144, 1, 1, 57]"
1,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,You are a winner you have been specially selected to receive å1000 cash or a å2000 award Speak to a live operator to claim call 087123002209am7pm Cost 10p,you are a winner you have been specially selected to receive å1000 cash or a å2000 award speak to a live operator to claim call 087123002209am7pm cost 10p,winner specially select receive å1000 cash å2000 award speak live operator claim 087123002209am7pm cost 10p,"[465, 771, 256, 164, 218, 89, 260, 107, 157, 130, 507, 46, 1, 190, 542]"
0,"Yeah, don't go to bed, I'll be back before midnight",Yeah don't go to bed I'll be back before midnight,yeah don't go to bed i'll be back before midnight,yeah bed midnight,"[76, 244, 1]"
1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",Sunshine Hols To claim ur med holiday send a stamped self address envelope to Drinks on Us UK PO Box 113 Bray Wicklow Eire Quiz Starts Saturday Unsub Stop,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday unsub stop,sunshine hol claim ur med holiday send stamp self address envelope drink uk po box 113 bray wicklow eire quiz start saturday unsub stop,"[774, 1, 46, 4, 762, 168, 12, 1, 899, 377, 1, 356, 343, 249, 224, 1, 1, 1, 1, 537, 105, 470, 1, 26]"
0,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me,well i wasn't available as i washob nobbing with last night so they had to ask nickey platt instead of me,available washob nobbe night ask nickey platt instead,"[463, 1, 1, 45, 38, 1, 1, 1]"
0,"It's that time of the week again, ryan",It's that time of the week again ryan,it's that time of the week again ryan,time week ryan,"[16, 35, 1]"
0,Wish u many many returns of the day.. Happy birthday vikky..,Wish u many many returns of the day Happy birthday vikky,wish u many many returns of the day happy birthday vikky,wish u return day happy birthday vikky,"[102, 2, 518, 15, 59, 210, 1]"
1,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",U can WIN å100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs wwwIdewcom SkillGame 1Winaweek age16 150ppermessSubscription,u can win å100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription,u win å100 music gift voucher week start txt word draw 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription,"[2, 30, 367, 353, 289, 205, 35, 105, 22, 122, 167, 579, 907, 1, 1, 1, 1, 1]"
0,I hope you know I'm still mad at you.,I hope you know I'm still mad at you,i hope you know i'm still mad at you,hope know mad,"[44, 7, 1]"
0,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",Argh my 3g is spotty anyway the only thing I remember from the research we did was that province and sterling were the only problemfree places we looked at,argh my 3g is spotty anyway the only thing i remember from the research we did was that province and sterling were the only problemfree places we looked at,argh 3 g spotty thing remember research province sterling problemfree place look,"[1, 93, 278, 1, 54, 226, 1, 1, 1, 1, 111, 96]"
0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE intha ponnungale ipaditan,in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the intha ponnungale ipaditan,xam hall boy ask girl tell starting term dis answer den manage lot hesitation n lookin silently intha ponnungale ipaditan,"[1, 1, 213, 38, 140, 19, 1, 554, 267, 247, 253, 1, 136, 1, 32, 1, 1, 1, 1, 1]"
0,Do you know when the result.,Do you know when the result,do you know when the result,know result,"[7, 802]"
1,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,123 Congratulations  in this week's competition draw u have won the å1450 prize to claim just call 09050002311 b4280703 TCsstop SMS 08718727868 Over 18 only 150ppm,123 congratulations  in this week's competition draw u have won the å1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm,123 congratulation   week competition draw u win å1450 prize claim 09050002311 b4280703 tcsstop sms 08718727868 18 150ppm,"[1, 516, 35, 1, 167, 2, 30, 1, 68, 46, 1, 1, 1, 194, 1, 177, 228]"
0,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",Beautiful Truth against Gravity Read carefully Our heart feels light when someone is in it But it feels very heavy when someone leaves it GOOD NIGHT,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,beautiful truth gravity read carefully heart feel light feel heavy leave good night,"[405, 693, 1, 297, 1, 170, 64, 488, 64, 1, 51, 11, 45]"
0,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",Sorry im getting up now feel really bad totally rejected that kinda me thing,sorry im getting up now feel really bad totally rejected that kinda me thing,sorry m feel bad totally reject kinda,"[28, 63, 64, 192, 1, 1, 801]"
0,You do got a shitload of diamonds though,You do got a shitload of diamonds though,you do got a shitload of diamonds though,shitload diamond,"[1, 1]"
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Tessypls do me a favor Pls convey my birthday wishes to Nimyapls dnt forget it Today is her birthday Shijas,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,"[1, 1, 58, 829, 210, 102, 1, 580, 160, 29, 210, 1]"
0,Well I'm going to be an aunty!,Well I'm going to be an aunty,well i'm going to be an aunty,aunty,[1]
0,Mine here like all fr china then so noisy.,Mine here like all fr china then so noisy,mine here like all fr china then so noisy,like fr china noisy,"[13, 578, 1, 1]"
0,Later i guess. I needa do mcat study too.,Later i guess I needa do mcat study too,later i guess i needa do mcat study too,later guess needa mcat study,"[36, 181, 1, 1, 529]"
0,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),Sfrom the training manual it show there is no tech processits all about password reset and troubleshooting,sfrom the training manual it show there is no tech processits all about password reset and troubleshooting,sfrom training manual tech processit password reset troubleshooting,"[1, 918, 1, 1, 1, 951, 1, 1]"
1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,Your B4U voucher wc 2703 is MARSMS Log onto wwwB4Utelecom for discount credit To opt out reply stop Customer care call 08717168528,your b4u voucher wc 2703 is marsms log onto wwwb4utelecom for discount credit to opt out reply stop customer care call 08717168528,b4u voucher wc 2703 marsm log wwwb4utelecom discount credit opt reply stop customer care 08717168528,"[1, 205, 1, 1, 1, 482, 1, 684, 293, 559, 25, 26, 117, 97, 1]"
0,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",Spoke with uncle john today He strongly feels that you need to sacrifice to keep me here He's going to call you When he does i beg you to just listen Dont make any promises or make it clear things are not easy And i need you to please let us work things out As long as i keep expecting help my creativity will be stifled so pls just keep him happy no promises on your part,spoke with uncle john today he strongly feels that you need to sacrifice to keep me here he's going to call you when he does i beg you to just listen dont make any promises or make it clear things are not easy and i need you to please let us work things out as long as i keep expecting help my creativity will be stifled so pls just keep him happy no promises on your part,speak uncle john today strongly feel need sacrifice beg listen promise clear thing easy need let work thing long expect help creativity stifle pls happy promise,"[157, 477, 658, 29, 1, 64, 21, 1, 1, 442, 564, 768, 54, 223, 21, 74, 37, 54, 142, 679, 119, 1, 1, 58, 59, 564]"
0,If he started searching he will get job in few days.he have great potential and talent.,If he started searching he will get job in few dayshe have great potential and talent,if he started searching he will get job in few dayshe have great potential and talent,start search job dayshe great potential talent,"[105, 360, 161, 1, 48, 1, 1]"
0,"Carlos took a while (again), we leave in a minute",Carlos took a while again we leave in a minute,carlos took a while again we leave in a minute,carlos leave minute,"[511, 51, 137]"
0,Well done and ! luv ya all ,Well done and  luv ya all ,well done and  luv ya all,  luv ya,"[230, 124]"
0,Then why you came to hostel.,Then why you came to hostel,then why you came to hostel,come hostel,"[5, 1]"
0,K still are you loving me.,K still are you loving me,k still are you loving me,k love,"[98, 17]"
0,But i juz remembered i gotta bathe my dog today..,But i juz remembered i gotta bathe my dog today,but i juz remembered i gotta bathe my dog today,juz remember bathe dog today,"[315, 226, 538, 480, 29]"
0,After the drug she will be able to eat.,After the drug she will be able to eat,after the drug she will be able to eat,drug able eat,"[528, 307, 127]"
0,Alright took the morphine. Back in yo.,Alright took the morphine Back in yo,alright took the morphine back in yo,alright morphine yo,"[342, 1, 203]"
0,You see the requirements please,You see the requirements please,you see the requirements please,requirement,[1]
0,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,You stayin out of trouble strangersaw Dave the other day heåÕs sorted nowstill with me bloke when u gona get a girl MRur mum still Thinks we will get 2GETHA ,you stayin out of trouble strangersaw dave the other day heåõs sorted nowstill with me bloke when u gona get a girl mrur mum still thinks we will get 2getha,stayin trouble strangersaw dave day heåõs sort nowstill bloke u gona girl mrur mum think 2getha,"[1, 857, 1, 1, 15, 1, 458, 1, 1, 2, 1, 140, 1, 423, 20, 1]"
1,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,FreeMsg Hey  I'm Buffy 25 and love to satisfy men Home alone feeling randy Reply 2 C my PIX QlynnBV Help08700621170150p a msg Send stop to stop txts,freemsg hey  i'm buffy 25 and love to satisfy men home alone feeling randy reply 2 c my pix qlynnbv help08700621170150p a msg send stop to stop txts,freemsg hey   buffy 25 love satisfy man home feel randy reply 2 c pix qlynnbv help08700621170150p msg send stop stop txts,"[610, 56, 1, 1, 17, 1, 128, 23, 64, 1, 25, 3, 81, 1, 1, 1, 70, 12, 26, 26, 583]"
1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",Sunshine Hols To claim ur med holiday send a stamped self address envelope to Drinks on Us UK PO Box 113 Bray Wicklow Eire Quiz Starts Saturday Unsub Stop,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday unsub stop,sunshine hol claim ur med holiday send stamp self address envelope drink uk po box 113 bray wicklow eire quiz start saturday unsub stop,"[774, 1, 46, 4, 762, 168, 12, 1, 899, 377, 1, 356, 343, 249, 224, 1, 1, 1, 1, 537, 105, 470, 1, 26]"
0,So can collect ur laptop?,So can collect ur laptop,so can collect ur laptop,collect ur laptop,"[234, 4, 629]"
0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",Ok Can be later showing around 8830 if you want  cld have drink before Wld prefer not to spend money on nosh if you don't mind as doing that nxt wk,ok can be later showing around 8830 if you want  cld have drink before wld prefer not to spend money on nosh if you don't mind as doing that nxt wk,ok later 8830 want   cld drink wld prefer spend money nosh mind nxt wk,"[8, 36, 1, 14, 1, 356, 1, 1, 375, 121, 1, 189, 1, 331]"
0,I will once i get home,I will once i get home,i will once i get home,home,[23]
0,Waaaat?? Lololo ok next time then!,Waaaat Lololo ok next time then,waaaat lololo ok next time then,waaaat lololo ok time,"[1, 1, 8, 16]"
0,"The table's occupied, I'm waiting by the tree",The table's occupied I'm waiting by the tree,the table's occupied i'm waiting by the tree,table occupy wait tree,"[1, 1, 52, 1]"
0,I surely dont forgot to come:)i will always be in touch in with you:-),I surely dont forgot to comei will always be in touch in with you,i surely dont forgot to comei will always be in touch in with you,surely forgot comei touch,"[1, 926, 1, 399]"
0,Hi kindly give us back our documents which we submitted for loan from STAPATI,Hi kindly give us back our documents which we submitted for loan from STAPATI,hi kindly give us back our documents which we submitted for loan from stapati,hi kindly document submit loan stapati,"[40, 1, 1, 1, 669, 1]"
0,I dont have i shall buy one dear,I dont have i shall buy one dear,i dont have i shall buy one dear,shall buy dear,"[272, 88, 53]"
0,Oh god i am happy to see your message after 3 days,Oh god i am happy to see your message after 3 days,oh god i am happy to see your message after 3 days,oh god happy message 3 day,"[55, 188, 59, 60, 93, 15]"
0,What year. And how many miles.,What year And how many miles,what year and how many miles,year mile,"[90, 1]"
0,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,Hey cutie How goes it Here in WALES its kinda ok There is like hills and shit but i still avent killed myself ,hey cutie how goes it here in wales its kinda ok there is like hills and shit but i still avent killed myself,hey cutie wale kinda ok like hill shit avent kill,"[56, 1, 1, 801, 8, 13, 1, 214, 1, 947]"
0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",Sad story of a Man  Last week was my b'day My Wife did'nt wish me My Parents forgot n so did my Kids  I went to work Even my Colleagues did not wish As I entered my cabin my PA said '' Happy B'day Boss '' I felt special She askd me 4 lunch After lunch she invited me to her apartment We went there She said'' do u mind if I go into the bedroom for a minute  '' ''OK'' I sed in a sexy mood She came out 5 minuts latr wid a caken My Wife My Parents My Kidz My Friends n My Colleagues All screaming SURPRISE  and I was waiting on the sofa   ' NAKED,sad story of a man  last week was my b'day my wife did'nt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish as i entered my cabin my pa said '' happy b'day boss '' i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said'' do u mind if i go into the bedroom for a minute  '' ''ok'' i sed in a sexy mood she came out 5 minuts latr wid a caken my wife my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa   ' naked,sad story man   week b'day wife did'nt wish parent forget n kid   work colleague wish enter cabin pa '' happy b'day boss '' feel special askd 4 lunch lunch invite apartment '' u mind bedroom minute   '' '' ok '' se sexy mood come 5 minut latr wid caken wife parent kidz friend n colleague scream surprise   wait sofa    ' naked,"[390, 379, 128, 35, 712, 368, 1, 102, 461, 160, 32, 557, 37, 841, 102, 316, 1, 243, 237, 59, 712, 770, 237, 64, 174, 621, 6, 159, 159, 361, 859, 237, 2, 189, 1, 137, 237, 237, 8, 237, 838, 284, 932, 5, 162, 1, 1, 381, 1, 368, 461, 1, 62, 32, 841, 592, 651, 52, 933, 86, 974]"
0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,I think you should go the honesty road Call the bank tomorrow Its the tough decisions that make us great people,i think you should go the honesty road call the bank tomorrow its the tough decisions that make us great people,think honesty road bank tomorrow tough decision great people,"[20, 1, 724, 455, 73, 895, 1, 48, 135]"
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates zed POBox 36504 W45WQ norm150ptone 16,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 87077 get txting and tell ur mates zed pobox 36504 w45wq norm150ptone 16,free 1st week no1 nokia tone 4 ur mob week txt nokia 87077 txte tell ur mate zed pobox 36504 w45wq norm150ptone 16,"[10, 201, 35, 815, 100, 95, 6, 4, 313, 35, 22, 100, 847, 671, 19, 4, 280, 1, 466, 1, 1, 1, 138]"
